,line_type,area,glac_id,anlys_time,db_area,min_elev,mean_elev,max_elev,src_date,glac_name,glac_stat,gone_date,release_dt,first_coordinate,lng,lat,cluster,closest_cluster_lat,closest_cluster_lng
6587,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.540062,60.455116",-148.540062,60.455116,62,60.561341494182486,-148.60187507164727
6588,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.566424,60.456376",-148.566424,60.456376,62,60.561341494182486,-148.60187507164727
6589,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.577939,60.456315",-148.577939,60.456315,62,60.561341494182486,-148.60187507164727
6590,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.550709,60.457238",-148.550709,60.457238,62,60.561341494182486,-148.60187507164727
6591,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.540579,60.458343",-148.540579,60.458343,62,60.561341494182486,-148.60187507164727
6592,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.547321,60.458645",-148.547321,60.458645,62,60.561341494182486,-148.60187507164727
6593,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.559507,60.457106",-148.559507,60.457106,62,60.561341494182486,-148.60187507164727
6594,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.541172,60.459339",-148.541172,60.459339,62,60.561341494182486,-148.60187507164727
6595,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.493039,60.482652",-148.493039,60.482652,62,60.561341494182486,-148.60187507164727
6596,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.535645,60.460077",-148.535645,60.460077,62,60.561341494182486,-148.60187507164727
6597,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.579132,60.460676",-148.579132,60.460676,62,60.561341494182486,-148.60187507164727
6598,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.480533,60.463873",-148.480533,60.463873,62,60.561341494182486,-148.60187507164727
6599,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.539172,60.465425",-148.539172,60.465425,62,60.561341494182486,-148.60187507164727
6600,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.529432,60.46724",-148.529432,60.46724,62,60.561341494182486,-148.60187507164727
6601,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.569051,60.468069",-148.569051,60.468069,62,60.561341494182486,-148.60187507164727
6602,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.568878,60.468251",-148.568878,60.468251,62,60.561341494182486,-148.60187507164727
6603,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.491123,60.47031",-148.491123,60.47031,62,60.561341494182486,-148.60187507164727
6604,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.550348,60.470953",-148.550348,60.470953,62,60.561341494182486,-148.60187507164727
6605,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.499696,60.485031",-148.499696,60.485031,62,60.561341494182486,-148.60187507164727
6606,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.958038,60.49831",-148.958038,60.49831,17,60.58445435682024,-148.9336584322493
6607,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.559049,60.470312",-148.559049,60.470312,62,60.561341494182486,-148.60187507164727
6608,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.509282,60.47747",-148.509282,60.47747,62,60.561341494182486,-148.60187507164727
6609,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.500129,60.478651",-148.500129,60.478651,62,60.561341494182486,-148.60187507164727
6610,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.494028,60.480425",-148.494028,60.480425,62,60.561341494182486,-148.60187507164727
6611,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.502576,60.480419",-148.502576,60.480419,62,60.561341494182486,-148.60187507164727
6612,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.496596,60.480935",-148.496596,60.480935,62,60.561341494182486,-148.60187507164727
6613,dc,0,G211469E60427N,1417392000,13.1229,11,0,1227,1565222400,Falling Glacier,e,e,1633078800,"-148.494682,60.482843",-148.494682,60.482843,62,60.561341494182486,-148.60187507164727
6620,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.928328,60.436533",-148.928328,60.436533,17,60.58445435682024,-148.9336584322493
6621,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.95592,60.499419",-148.95592,60.499419,17,60.58445435682024,-148.9336584322493
6622,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.927421,60.436569",-148.927421,60.436569,17,60.58445435682024,-148.9336584322493
6623,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.94775,60.436796",-148.94775,60.436796,17,60.58445435682024,-148.9336584322493
6624,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.930372,60.437282",-148.930372,60.437282,17,60.58445435682024,-148.9336584322493
6625,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.930019,60.437466",-148.930019,60.437466,17,60.58445435682024,-148.9336584322493
6626,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.95151,60.438231",-148.95151,60.438231,17,60.58445435682024,-148.9336584322493
6627,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.950805,60.438601",-148.950805,60.438601,17,60.58445435682024,-148.9336584322493
6628,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.955782,60.439226",-148.955782,60.439226,17,60.58445435682024,-148.9336584322493
6629,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.939654,60.441021",-148.939654,60.441021,17,60.58445435682024,-148.9336584322493
6630,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.971652,60.446539",-148.971652,60.446539,17,60.58445435682024,-148.9336584322493
6631,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.967041,60.446645",-148.967041,60.446645,17,60.58445435682024,-148.9336584322493
6632,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.986553,60.494206",-148.986553,60.494206,17,60.58445435682024,-148.9336584322493
6633,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.957502,60.498469",-148.957502,60.498469,17,60.58445435682024,-148.9336584322493
6634,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.95699,60.499044",-148.95699,60.499044,17,60.58445435682024,-148.9336584322493
6635,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.974956,60.45021",-148.974956,60.45021,17,60.58445435682024,-148.9336584322493
6636,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.985104,60.452644",-148.985104,60.452644,17,60.58445435682024,-148.9336584322493
6637,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-149.006959,60.453215",-149.006959,60.453215,17,60.58445435682024,-148.9336584322493
6638,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-149.006617,60.453579",-149.006617,60.453579,17,60.58445435682024,-148.9336584322493
6639,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-149.002445,60.453732",-149.002445,60.453732,17,60.58445435682024,-148.9336584322493
6640,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-149.006265,60.453764",-149.006265,60.453764,17,60.58445435682024,-148.9336584322493
6641,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.993543,60.462757",-148.993543,60.462757,17,60.58445435682024,-148.9336584322493
6642,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-149.030213,60.464539",-149.030213,60.464539,17,60.58445435682024,-148.9336584322493
6643,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.931876,60.490159",-148.931876,60.490159,17,60.58445435682024,-148.9336584322493
6644,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.95927,60.497663",-148.95927,60.497663,17,60.58445435682024,-148.9336584322493
6645,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.958562,60.497943",-148.958562,60.497943,17,60.58445435682024,-148.9336584322493
6646,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.992578,60.490135",-148.992578,60.490135,17,60.58445435682024,-148.9336584322493
6647,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.992311,60.490409",-148.992311,60.490409,17,60.58445435682024,-148.9336584322493
6648,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.95351,60.492718",-148.95351,60.492718,17,60.58445435682024,-148.9336584322493
6649,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.958277,60.493277",-148.958277,60.493277,17,60.58445435682024,-148.9336584322493
6650,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.958481,60.493633",-148.958481,60.493633,17,60.58445435682024,-148.9336584322493
6651,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.955391,60.499696",-148.955391,60.499696,17,60.58445435682024,-148.9336584322493
6652,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.954861,60.499973",-148.954861,60.499973,17,60.58445435682024,-148.9336584322493
6653,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.954324,60.500132",-148.954324,60.500132,17,60.58445435682024,-148.9336584322493
6654,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.984704,60.499712",-148.984704,60.499712,17,60.58445435682024,-148.9336584322493
6655,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.953795,60.500409",-148.953795,60.500409,17,60.58445435682024,-148.9336584322493
6656,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.953265,60.500686",-148.953265,60.500686,17,60.58445435682024,-148.9336584322493
6657,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.985289,60.500332",-148.985289,60.500332,17,60.58445435682024,-148.9336584322493
6658,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.952735,60.500963",-148.952735,60.500963,17,60.58445435682024,-148.9336584322493
6659,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.952206,60.501241",-148.952206,60.501241,17,60.58445435682024,-148.9336584322493
6660,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.932063,60.490247",-148.932063,60.490247,17,60.58445435682024,-148.9336584322493
6661,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.879238,60.527938",-148.879238,60.527938,17,60.58445435682024,-148.9336584322493
6662,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.893056,60.528175",-148.893056,60.528175,17,60.58445435682024,-148.9336584322493
6663,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.99092,60.527821",-148.99092,60.527821,17,60.58445435682024,-148.9336584322493
6664,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.954634,60.502312",-148.954634,60.502312,17,60.58445435682024,-148.9336584322493
6665,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.950662,60.502819",-148.950662,60.502819,17,60.58445435682024,-148.9336584322493
6666,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.95012,60.502888",-148.95012,60.502888,17,60.58445435682024,-148.9336584322493
6667,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.949044,60.503173",-148.949044,60.503173,17,60.58445435682024,-148.9336584322493
6668,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.948514,60.50345",-148.948514,60.50345,17,60.58445435682024,-148.9336584322493
6669,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.949658,60.504361",-148.949658,60.504361,17,60.58445435682024,-148.9336584322493
6670,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.948581,60.504556",-148.948581,60.504556,17,60.58445435682024,-148.9336584322493
6671,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.948049,60.504804",-148.948049,60.504804,17,60.58445435682024,-148.9336584322493
6672,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.94752,60.505081",-148.94752,60.505081,17,60.58445435682024,-148.9336584322493
6673,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.94699,60.505358",-148.94699,60.505358,17,60.58445435682024,-148.9336584322493
6674,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.938816,60.505776",-148.938816,60.505776,17,60.58445435682024,-148.9336584322493
6675,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.94646,60.505636",-148.94646,60.505636,17,60.58445435682024,-148.9336584322493
6676,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.938644,60.505958",-148.938644,60.505958,17,60.58445435682024,-148.9336584322493
6677,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.942662,60.506079",-148.942662,60.506079,17,60.58445435682024,-148.9336584322493
6678,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.942125,60.506238",-148.942125,60.506238,17,60.58445435682024,-148.9336584322493
6679,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.942159,60.506805",-148.942159,60.506805,17,60.58445435682024,-148.9336584322493
6680,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.946373,60.507282",-148.946373,60.507282,17,60.58445435682024,-148.9336584322493
6681,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.941904,60.508695",-148.941904,60.508695,17,60.58445435682024,-148.9336584322493
6682,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.990924,60.529853",-148.990924,60.529853,17,60.58445435682024,-148.9336584322493
6683,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.893526,60.531753",-148.893526,60.531753,17,60.58445435682024,-148.9336584322493
6684,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.974384,60.536599",-148.974384,60.536599,17,60.58445435682024,-148.9336584322493
6685,dc,0,G211040E60441N,1417392000,49.3992,477,0,1665,1565222400,Unnamed_23,e,e,1633078800,"-148.988381,60.535942",-148.988381,60.535942,17,60.58445435682024,-148.9336584322493
6686,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.670583,60.92986",-148.670583,60.92986,66,61.017411616285884,-148.55068984885764
6687,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.67525,60.920355",-148.67525,60.920355,66,61.017411616285884,-148.55068984885764
6688,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.658978,60.925914",-148.658978,60.925914,66,61.017411616285884,-148.55068984885764
6689,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.672261,60.930198",-148.672261,60.930198,66,61.017411616285884,-148.55068984885764
6690,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.626721,60.925844",-148.626721,60.925844,66,61.017411616285884,-148.55068984885764
6691,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.658818,60.930724",-148.658818,60.930724,66,61.017411616285884,-148.55068984885764
6692,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.660895,60.928094",-148.660895,60.928094,66,61.017411616285884,-148.55068984885764
6693,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.660162,60.928193",-148.660162,60.928193,66,61.017411616285884,-148.55068984885764
6694,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.667732,60.928279",-148.667732,60.928279,66,61.017411616285884,-148.55068984885764
6695,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.647655,60.911105",-148.647655,60.911105,66,61.017411616285884,-148.55068984885764
6696,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.647844,60.911192",-148.647844,60.911192,66,61.017411616285884,-148.55068984885764
6697,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.667147,60.913559",-148.667147,60.913559,66,61.017411616285884,-148.55068984885764
6698,dc,0,G211348E60944N,1417392000,24.3524,50,0,1879,1565222400,Twentymile Glacier,e,e,1633078800,"-148.67036,60.915046",-148.67036,60.915046,66,61.017411616285884,-148.55068984885764
