,line_type,area,glac_id,anlys_time,db_area,min_elev,mean_elev,max_elev,src_date,glac_name,glac_stat,gone_date,release_dt,first_coordinate,lng,lat,cluster,closest_cluster_lat,closest_cluster_lng
51756,gb,0.013,G249881E45327N,1154390400,0.013291,3239,0,3275,368841600,MT,e,e,1456477200,"-110.118553,45.326566",-110.118553,45.326566,80,45.25946071632654,-109.87382069183674
51757,gb,0.017,G241219E37397N,1154390400,0.017071,3609,0,3702,211075200,CA,e,e,1456477200,"-118.779869,37.397208",-118.779869,37.397208,63,37.017415563573884,-118.58626417010309
51758,gb,0.01,G240737E38070N,1154390400,0.009923,3307,0,3415,463536000,CA,e,e,1456477200,"-119.2627,38.070371",-119.2627,38.070371,7,37.89945127764706,-119.32662195294118
51759,gb,0.022,G246407E48765N,1154390400,0.02152,2198,0,2343,-104544000,MT,e,e,1456477200,"-113.592987,48.766028",-113.592987,48.766028,11,48.641680334112145,-113.67152631074767
51760,gb,0.014,G238154E46833N,1154390400,0.013966,2047,0,2109,21686400,WA,e,e,1456477200,"-121.845425,46.833592",-121.845425,46.833592,77,46.85460732954546,-121.74688739318181
51761,gb,0.012,G246291E48615N,1154390400,0.012183,2100,0,2162,-41385600,MT,e,e,1456477200,"-113.70918,48.614476",-113.70918,48.614476,11,48.641680334112145,-113.67152631074767
51762,gb,0.035,G250437E43047N,1154390400,0.034665,3618,0,3655,-104544000,WY,e,e,1456477200,"-109.56185,43.046275",-109.56185,43.046275,36,43.10458698529411,-109.52867391470588
51763,gb,0.04,G240797E38003N,1154390400,0.039596,3065,0,3222,400377600,CA,e,e,1456477200,"-119.203359,38.003587",-119.203359,38.003587,7,37.89945127764706,-119.32662195294118
51764,gb,0.047,G241606E36706N,1154390400,0.047201,3878,0,4036,211075200,CA,e,e,1456477200,"-118.393395,36.707839",-118.393395,36.707839,63,37.017415563573884,-118.58626417010309
51765,gb,0.014,G240725E37738N,1154390400,0.014154,3710,0,3761,463536000,CA,e,e,1456477200,"-119.274412,37.737651",-119.274412,37.737651,7,37.89945127764706,-119.32662195294118
51766,gb,0.022,G249239E43901N,1154390400,0.021547,3136,0,3217,-73008000,WY,e,e,1456477200,"-110.761191,43.901843",-110.761191,43.901843,73,43.77606967452831,-110.81907924056604
51767,gb,0.029,G249681E46026N,1154390400,0.029257,3010,0,3122,21686400,MT,e,e,1456477200,"-110.319807,46.027131",-110.319807,46.027131,80,45.25946071632654,-109.87382069183674
51768,gb,0.034,G246353E47706N,1154390400,0.034037,2390,0,2484,-167616000,MT,e,e,1456477200,"-113.647791,47.705552",-113.647791,47.705552,99,47.47661016949152,-113.64100802542373
51769,gb,0.025,G238275E45399N,1154390400,0.024696,1790,0,1872,-420076800,OR,e,e,1456477200,"-121.725666,45.399323",-121.725666,45.399323,90,45.38035095714285,-121.69400797857142
51770,gb,0.025,G239202E48121N,1154390400,0.025478,2128,0,2209,463536000,WA,e,e,1456477200,"-120.797123,48.122829",-120.797123,48.122829,14,47.951310374257424,-121.10965545544555
51771,gb,0.024,G239018E48317N,1154390400,0.024305,1585,0,1614,-357004800,WA,e,e,1456477200,"-120.981928,48.316404",-120.981928,48.316404,91,48.47353284845651,-120.99031217212348
51772,gb,0.05,G246131E48873N,1154390400,0.049568,2178,0,2437,-104544000,MT,e,e,1456477200,"-113.868383,48.873474",-113.868383,48.873474,84,48.877044212389386,-114.1189541460177
51773,gb,0.026,G245024E44001N,1154390400,0.025992,2843,0,2978,-388540800,ID,e,e,1456477200,"-114.979078,44.00127",-114.979078,44.00127,30,44.06995412820513,-114.97034814102564
51774,gb,0.36,G250326E43257N,1154390400,0.360376,3328,0,3788,-104544000,WY,e,e,1456477200,"-109.674969,43.257317",-109.674969,43.257317,36,43.10458698529411,-109.52867391470588
51775,gb,0.014,G241533E36920N,1154390400,0.014117,3477,0,3561,211075200,CA,e,e,1456477200,"-118.466012,36.920648",-118.466012,36.920648,63,37.017415563573884,-118.58626417010309
51776,gb,0.018,G241442E36571N,1154390400,0.017802,3283,0,3369,211075200,CA,e,e,1456477200,"-118.558069,36.571539",-118.558069,36.571539,63,37.017415563573884,-118.58626417010309
51777,gb,0.046,G240809E37678N,1154390400,0.045636,3335,0,3442,179452800,CA,e,e,1456477200,"-119.191109,37.677182",-119.191109,37.677182,7,37.89945127764706,-119.32662195294118
51778,gb,0.116,G250084E44283N,1154390400,0.116138,3186,0,3381,368841600,WY,e,e,1456477200,"-109.916182,44.283789",-109.916182,44.283789,4,44.17337630375427,-109.63599020136519
51779,gb,0.014,G241539E37078N,1154390400,0.013519,3431,0,3503,179452800,CA,e,e,1456477200,"-118.459763,37.077237",-118.459763,37.077237,63,37.017415563573884,-118.58626417010309
51780,gb,0.047,G239058E48787N,1154390400,0.047119,1103,0,1247,-41385600,WA,e,e,1456477200,"-120.94304,48.788695",-120.94304,48.788695,91,48.47353284845651,-120.99031217212348
51781,gb,0.01,G241366E37064N,1154390400,0.009573,3686,0,3717,211075200,CA,e,e,1456477200,"-118.633093,37.064276",-118.633093,37.064276,63,37.017415563573884,-118.58626417010309
51782,gb,0.024,G242667E45223N,1154390400,0.024442,2643,0,2740,368841600,OR,e,e,1456477200,"-117.331673,45.224235",-117.331673,45.224235,56,45.22220201960785,-117.33003084313727
51783,gb,0.022,G246919E47769N,1154390400,0.022175,2443,0,2519,-9849600,MT,e,e,1456477200,"-113.081312,47.769934",-113.081312,47.769934,99,47.47661016949152,-113.64100802542373
51784,gb,0.01,G244948E44035N,1154390400,0.010006,2866,0,2920,53222400,ID,e,e,1456477200,"-115.050528,44.034689",-115.050528,44.034689,30,44.06995412820513,-114.97034814102564
51785,gb,0.012,G249148E43652N,1154390400,0.012055,3250,0,3301,-73008000,WY,e,e,1456477200,"-110.851156,43.651639",-110.851156,43.651639,73,43.77606967452831,-110.81907924056604
51786,gb,0.024,G238919E48084N,1154390400,0.023899,1932,0,2104,463536000,WA,e,e,1456477200,"-121.080869,48.084865",-121.080869,48.084865,14,47.951310374257424,-121.10965545544555
51787,gb,0.012,G239126E47471N,1154390400,0.011676,1772,0,1835,-388540800,WA,e,e,1456477200,"-120.87455,47.470918",-120.87455,47.470918,14,47.951310374257424,-121.10965545544555
51788,gb,0.021,G241610E36691N,1154390400,0.021054,3969,0,4085,211075200,CA,e,e,1456477200,"-118.388795,36.690384",-118.388795,36.690384,63,37.017415563573884,-118.58626417010309
51789,gb,0.059,G249202E43736N,1154390400,0.059131,3409,0,3734,-73008000,Teepe Glacier,e,e,1456477200,"-110.796767,43.734897",-110.796767,43.734897,73,43.77606967452831,-110.81907924056604
51790,gb,0.022,G246387E48589N,1154390400,0.022138,2140,0,2207,-104544000,MT,e,e,1456477200,"-113.61303,48.588518",-113.61303,48.588518,11,48.641680334112145,-113.67152631074767
51791,gb,0.144,G246207E48957N,1154390400,0.143696,2142,0,2530,-104544000,MT,e,e,1456477200,"-113.795572,48.957401",-113.795572,48.957401,84,48.877044212389386,-114.1189541460177
51792,gb,0.01,G250075E44227N,1154390400,0.010377,3269,0,3345,-9849600,WY,e,e,1456477200,"-109.926284,44.227516",-109.926284,44.227516,4,44.17337630375427,-109.63599020136519
51793,gb,0.025,G249187E43683N,1154390400,0.024948,3154,0,3269,-73008000,WY,e,e,1456477200,"-110.812002,43.682219",-110.812002,43.682219,73,43.77606967452831,-110.81907924056604
51794,gb,0.023,G250829E42755N,1154390400,0.023266,3291,0,3403,147916800,WY,e,e,1456477200,"-109.170977,42.75516",-109.170977,42.75516,36,43.10458698529411,-109.52867391470588
51795,gb,0.15,G241380E37143N,1154390400,0.1504,3771,0,3950,211075200,CA,e,e,1456477200,"-118.624141,37.141835",-118.624141,37.141835,63,37.017415563573884,-118.58626417010309
51796,gb,0.297,G241295E37108N,1154390400,0.296522,3551,0,3959,211075200,CA,e,e,1456477200,"-118.705016,37.106555",-118.705016,37.106555,63,37.017415563573884,-118.58626417010309
51797,gb,0.016,G238119E48755N,1154390400,0.016368,1724,0,1761,147916800,WA,e,e,1456477200,"-121.879584,48.754947",-121.879584,48.754947,43,48.825865911578944,-121.4752504631579
51798,gb,0.017,G238669E47964N,1154390400,0.016907,1975,0,2049,-357004800,WA,e,e,1456477200,"-121.330575,47.963085",-121.330575,47.963085,14,47.951310374257424,-121.10965545544555
51799,gb,0.022,G241438E36547N,1154390400,0.022385,3408,0,3538,211075200,CA,e,e,1456477200,"-118.561978,36.548085",-118.561978,36.548085,63,37.017415563573884,-118.58626417010309
51800,gb,0.106,G249192E43893N,1154390400,0.105685,2999,0,3226,-73008000,WY,e,e,1456477200,"-110.814433,43.893246",-110.814433,43.893246,73,43.77606967452831,-110.81907924056604
51801,gb,0.047,G237823E41399N,1154390400,0.046848,3259,0,3421,337305600,Watkins Glacier,e,e,1456477200,"-122.177951,41.398336",-122.177951,41.398336,42,41.155033337209304,-122.43826845348836
51802,gb,0.013,G250407E43324N,1154390400,0.013065,3544,0,3593,-104544000,WY,e,e,1456477200,"-109.593289,43.32508",-109.593289,43.32508,36,43.10458698529411,-109.52867391470588
51803,gb,0.017,G250413E43111N,1154390400,0.016824,3676,0,3754,-104544000,WY,e,e,1456477200,"-109.587022,43.111779",-109.587022,43.111779,36,43.10458698529411,-109.52867391470588
51804,gb,0.05,G246396E48529N,1154390400,0.049695,1807,0,2035,-104544000,MT,e,e,1456477200,"-113.60398,48.52999",-113.60398,48.52999,11,48.641680334112145,-113.67152631074767
51805,gb,0.267,G236373E47906N,1154390400,0.266974,1702,0,1981,-830390400,Fairchild Glacier,e,e,1456477200,"-123.626518,47.906005",-123.626518,47.906005,1,47.776271212553496,-123.49945102639087
51806,gb,0.036,G252797E44418N,1154390400,0.035863,3426,0,3475,-104544000,WY,e,e,1456477200,"-107.20448,44.419896",-107.20448,44.419896,4,44.17337630375427,-109.63599020136519
51807,gb,0.033,G246472E48385N,1154390400,0.033141,2512,0,2592,-199238400,MT,e,e,1456477200,"-113.526332,48.385002",-113.526332,48.385002,11,48.641680334112145,-113.67152631074767
51808,gb,0.046,G241355E37101N,1154390400,0.045569,3559,0,3752,211075200,CA,e,e,1456477200,"-118.642717,37.101856",-118.642717,37.101856,63,37.017415563573884,-118.58626417010309
51809,gb,0.012,G241345E37095N,1154390400,0.011801,3685,0,3772,211075200,CA,e,e,1456477200,"-118.653602,37.095381",-118.653602,37.095381,63,37.017415563573884,-118.58626417010309
51810,gb,0.03,G238233E44102N,1154390400,0.030167,2973,0,3080,-388540800,OR,e,e,1456477200,"-121.768552,44.100123",-121.768552,44.100123,24,44.2292023559322,-121.76927231355933
51811,gb,0.021,G250237E43376N,1154390400,0.020934,3233,0,3303,-104544000,WY,e,e,1456477200,"-109.764379,43.376106",-109.764379,43.376106,36,43.10458698529411,-109.52867391470588
51812,gb,0.155,G239043E48111N,1154390400,0.155219,1990,0,2209,463536000,WA,e,e,1456477200,"-120.958193,48.107959",-120.958193,48.107959,14,47.951310374257424,-121.10965545544555
51813,gb,0.067,G241333E37164N,1154390400,0.066713,3769,0,3940,211075200,CA,e,e,1456477200,"-118.667462,37.1652",-118.667462,37.1652,63,37.017415563573884,-118.58626417010309
51814,gb,2.125,G239007E48070N,1154390400,2.12484,1845,0,2490,463536000,Butterfly Glacier,e,e,1456477200,"-121.023259,48.07771",-121.023259,48.07771,14,47.951310374257424,-121.10965545544555
51815,gb,0.069,G241145E37385N,1154390400,0.069082,3598,0,3744,211075200,CA,e,e,1456477200,"-118.851896,37.38559",-118.851896,37.38559,63,37.017415563573884,-118.58626417010309
51816,gb,0.026,G238849E48107N,1154390400,0.025934,2009,0,2077,463536000,WA,e,e,1456477200,"-121.150024,48.106699",-121.150024,48.106699,14,47.951310374257424,-121.10965545544555
51817,gb,0.109,G246419E47540N,1154390400,0.109322,2152,0,2450,-167616000,MT,e,e,1456477200,"-113.584851,47.541374",-113.584851,47.541374,99,47.47661016949152,-113.64100802542373
51818,gb,0.126,G238294E46809N,1154390400,0.125825,2001,0,2124,21686400,Williwakas Glacier,e,e,1456477200,"-121.706423,46.80792",-121.706423,46.80792,77,46.85460732954546,-121.74688739318181
51819,gb,0.225,G238884E48082N,1154390400,0.224624,2061,0,2272,463536000,WA,e,e,1456477200,"-121.112785,48.084258",-121.112785,48.084258,14,47.951310374257424,-121.10965545544555
51820,gb,0.034,G246240E48774N,1154390400,0.03401,2155,0,2248,-104544000,MT,e,e,1456477200,"-113.76187,48.775089",-113.76187,48.775089,11,48.641680334112145,-113.67152631074767
51821,gb,0.018,G240683E37796N,1154390400,0.018417,3305,0,3372,463536000,CA,e,e,1456477200,"-119.318724,37.795382",-119.318724,37.795382,7,37.89945127764706,-119.32662195294118
51822,gb,0.254,G238528E46166N,1154390400,0.254019,2202,0,2573,-9849600,Gotchen Glacier,e,e,1456477200,"-121.47687,46.164795",-121.47687,46.164795,33,46.309876285087725,-121.52891813596491
51823,gb,0.124,G246160E48857N,1154390400,0.124287,2183,0,2512,-104544000,MT,e,e,1456477200,"-113.853282,48.859421",-113.853282,48.859421,84,48.877044212389386,-114.1189541460177
51824,gb,0.026,G238274E45397N,1154390400,0.026431,1823,0,1908,-420076800,OR,e,e,1456477200,"-121.725483,45.397038",-121.725483,45.397038,90,45.38035095714285,-121.69400797857142
51825,gb,0.016,G250729E42885N,1154390400,0.015768,3367,0,3467,147916800,WY,e,e,1456477200,"-109.272928,42.884668",-109.272928,42.884668,36,43.10458698529411,-109.52867391470588
51826,gb,0.01,G249047E43600N,1154390400,0.010044,2981,0,2997,-73008000,WY,e,e,1456477200,"-110.952462,43.600941",-110.952462,43.600941,73,43.77606967452831,-110.81907924056604
51827,gb,0.063,G236345E47897N,1154390400,0.062965,1671,0,1967,-830390400,WA,e,e,1456477200,"-123.654053,47.898437",-123.654053,47.898437,1,47.776271212553496,-123.49945102639087
51828,gb,1.018,G246276E48753N,1154390400,1.01804,1961,0,2398,-104544000,Grinnell Glacier,e,e,1456477200,"-113.726043,48.755658",-113.726043,48.755658,11,48.641680334112145,-113.67152631074767
51829,gb,0.012,G241500E37105N,1154390400,0.01152,3828,0,3923,211075200,CA,e,e,1456477200,"-118.49977,37.105193",-118.49977,37.105193,63,37.017415563573884,-118.58626417010309
51830,gb,0.016,G244995E44162N,1154390400,0.015574,2867,0,2985,53222400,ID,e,e,1456477200,"-115.004072,44.162625",-115.004072,44.162625,30,44.06995412820513,-114.97034814102564
51831,gb,0.048,G236296E47780N,1154390400,0.048184,1715,0,1942,558144000,WA,e,e,1456477200,"-123.703685,47.779434",-123.703685,47.779434,1,47.776271212553496,-123.49945102639087
51832,gb,0.056,G250348E43251N,1154390400,0.055746,3568,0,3720,-104544000,WY,e,e,1456477200,"-109.651822,43.250022",-109.651822,43.250022,36,43.10458698529411,-109.52867391470588
51833,gb,0.01,G245936E48889N,1154390400,0.010045,2548,0,2608,-104544000,MT,e,e,1456477200,"-114.065222,48.888585",-114.065222,48.888585,84,48.877044212389386,-114.1189541460177
51834,gb,0.066,G246311E48550N,1154390400,0.065757,2380,0,2490,-41385600,MT,e,e,1456477200,"-113.688587,48.547797",-113.688587,48.547797,11,48.641680334112145,-113.67152631074767
51835,gb,0.011,G238365E48846N,1154390400,0.010715,997,0,1083,147916800,WA,e,e,1456477200,"-121.63539,48.844764",-121.63539,48.844764,43,48.825865911578944,-121.4752504631579
51836,gb,0.034,G246356E47713N,1154390400,0.034097,2497,0,2651,-167616000,MT,e,e,1456477200,"-113.644623,47.712825",-113.644623,47.712825,99,47.47661016949152,-113.64100802542373
51837,gb,0.028,G238882E48008N,1154390400,0.028476,1855,0,1950,463536000,WA,e,e,1456477200,"-121.118066,48.009897",-121.118066,48.009897,14,47.951310374257424,-121.10965545544555
51838,gb,0.019,G239105E48588N,1154390400,0.019454,1842,0,1950,-357004800,WA,e,e,1456477200,"-120.89541,48.588175",-120.89541,48.588175,91,48.47353284845651,-120.99031217212348
51839,gb,0.071,G254355E40019N,1154390400,0.071464,3695,0,3892,-514771200,CO,e,e,1456477200,"-105.645899,40.020414",-105.645899,40.020414,81,40.338894478087646,-105.77170749800797
51840,gb,0.079,G249210E43736N,1154390400,0.078858,3048,0,3479,-73008000,WY,e,e,1456477200,"-110.79386,43.736186",-110.79386,43.736186,73,43.77606967452831,-110.81907924056604
51841,gb,0.048,G238383E48928N,1154390400,0.048185,1426,0,1567,147916800,WA,e,e,1456477200,"-121.615149,48.927551",-121.615149,48.927551,43,48.825865911578944,-121.4752504631579
51842,gb,0.016,G250340E43140N,1154390400,0.016085,3662,0,3763,-104544000,WY,e,e,1456477200,"-109.660643,43.139836",-109.660643,43.139836,36,43.10458698529411,-109.52867391470588
51843,gb,0.032,G238242E46900N,1154390400,0.031759,2053,0,2120,21686400,WA,e,e,1456477200,"-121.759652,46.901343",-121.759652,46.901343,77,46.85460732954546,-121.74688739318181
51844,gb,0.021,G241151E37478N,1154390400,0.020716,3419,0,3557,211075200,CA,e,e,1456477200,"-118.847952,37.479643",-118.847952,37.479643,63,37.017415563573884,-118.58626417010309
51845,gb,0.01,G238275E46811N,1154390400,0.00979,2207,0,2246,21686400,WA,e,e,1456477200,"-121.725518,46.809848",-121.725518,46.809848,77,46.85460732954546,-121.74688739318181
51846,gb,0.052,G246278E48598N,1154390400,0.051674,2651,0,2969,-41385600,MT,e,e,1456477200,"-113.722548,48.596564",-113.722548,48.596564,11,48.641680334112145,-113.67152631074767
51847,gb,0.02,G239025E48594N,1154390400,0.020186,2005,0,2108,-357004800,WA,e,e,1456477200,"-120.974583,48.594708",-120.974583,48.594708,91,48.47353284845651,-120.99031217212348
51848,gb,0.017,G250125E44261N,1154390400,0.017259,3397,0,3452,-9849600,WY,e,e,1456477200,"-109.87534,44.261509",-109.87534,44.261509,4,44.17337630375427,-109.63599020136519
51849,gb,0.053,G236733E47608N,1154390400,0.053399,1799,0,1908,495072000,WA,e,e,1456477200,"-123.268328,47.60878",-123.268328,47.60878,1,47.776271212553496,-123.49945102639087
51850,gb,0.036,G239137E48986N,1154390400,0.036147,2002,0,2185,-41385600,WA,e,e,1456477200,"-120.862746,48.986748",-120.862746,48.986748,91,48.47353284845651,-120.99031217212348
51851,gb,0.029,G238719E48831N,1154390400,0.028508,1993,0,2139,431913600,WA,e,e,1456477200,"-121.279726,48.830892",-121.279726,48.830892,43,48.825865911578944,-121.4752504631579
51852,gb,0.052,G238782E48880N,1154390400,0.051865,1776,0,1981,-41385600,WA,e,e,1456477200,"-121.216947,48.879949",-121.216947,48.879949,43,48.825865911578944,-121.4752504631579
51853,gb,0.012,G245910E48949N,1154390400,0.011784,2321,0,2387,-104544000,MT,e,e,1456477200,"-114.090896,48.949011",-114.090896,48.949011,84,48.877044212389386,-114.1189541460177
51854,gb,1.008,G237815E41410N,1154390400,1.00816,2990,0,4257,337305600,Wintun Glacier,e,e,1456477200,"-122.192792,41.40923",-122.192792,41.40923,42,41.155033337209304,-122.43826845348836
51855,gb,0.019,G239110E48486N,1154390400,0.019073,1750,0,1954,-357004800,WA,e,e,1456477200,"-120.890593,48.485521",-120.890593,48.485521,91,48.47353284845651,-120.99031217212348
51856,gb,0.109,G238835E48855N,1154390400,0.108834,1631,0,1937,-41385600,WA,e,e,1456477200,"-121.165487,48.85281",-121.165487,48.85281,43,48.825865911578944,-121.4752504631579
51857,gb,0.014,G246237E48695N,1154390400,0.013694,2121,0,2172,-104544000,MT,e,e,1456477200,"-113.761439,48.693966",-113.761439,48.693966,11,48.641680334112145,-113.67152631074767
51858,gb,0.012,G246518E47367N,1154390400,0.012439,2427,0,2525,-9849600,MT,e,e,1456477200,"-113.484325,47.367503",-113.484325,47.367503,99,47.47661016949152,-113.64100802542373
51859,gb,0.235,G238701E48772N,1154390400,0.234798,1929,0,2313,431913600,WA,e,e,1456477200,"-121.304689,48.773384",-121.304689,48.773384,43,48.825865911578944,-121.4752504631579
51861,gb,0.141,G239193E48156N,1154390400,0.140732,2183,0,2428,463536000,WA,e,e,1456477200,"-120.80737,48.154381",-120.80737,48.154381,14,47.951310374257424,-121.10965545544555
51862,gb,0.027,G239432E48727N,1154390400,0.026763,2348,0,2426,-357004800,WA,e,e,1456477200,"-120.570437,48.727006",-120.570437,48.727006,91,48.47353284845651,-120.99031217212348
51863,gb,0.032,G240817E37658N,1154390400,0.032083,3381,0,3542,179452800,CA,e,e,1456477200,"-119.184218,37.658338",-119.184218,37.658338,7,37.89945127764706,-119.32662195294118
51864,gb,0.021,G238961E48443N,1154390400,0.021126,2187,0,2269,-357004800,WA,e,e,1456477200,"-121.039735,48.443597",-121.039735,48.443597,91,48.47353284845651,-120.99031217212348
51865,gb,0.494,G238379E48835N,1154390400,0.494315,1581,0,2151,147916800,White Salmon Glacier,e,e,1456477200,"-121.615431,48.837837",-121.615431,48.837837,43,48.825865911578944,-121.4752504631579
51866,gb,0.034,G238198E46901N,1154390400,0.034106,2378,0,2476,21686400,WA,e,e,1456477200,"-121.80225,46.902225",-121.80225,46.902225,77,46.85460732954546,-121.74688739318181
51867,gb,0.032,G250259E43383N,1154390400,0.032232,3325,0,3447,-104544000,WY,e,e,1456477200,"-109.73984,43.385007",-109.73984,43.385007,36,43.10458698529411,-109.52867391470588
51868,gb,0.017,G239453E48809N,1154390400,0.017463,2274,0,2393,-41385600,WA,e,e,1456477200,"-120.547794,48.809156",-120.547794,48.809156,91,48.47353284845651,-120.99031217212348
51869,gb,0.01,G250155E44015N,1154390400,0.010286,3126,0,3202,-9849600,WY,e,e,1456477200,"-109.8452,44.015048",-109.8452,44.015048,4,44.17337630375427,-109.63599020136519
51870,gb,0.05,G238378E48941N,1154390400,0.050149,1558,0,1768,147916800,WA,e,e,1456477200,"-121.620223,48.940477",-121.620223,48.940477,43,48.825865911578944,-121.4752504631579
51871,gb,0.081,G238359E48978N,1154390400,0.081237,1938,0,2256,431913600,WA,e,e,1456477200,"-121.640537,48.980677",-121.640537,48.980677,43,48.825865911578944,-121.4752504631579
51872,gb,0.016,G238841E48516N,1154390400,0.016358,2074,0,2137,-357004800,WA,e,e,1456477200,"-121.158766,48.516799",-121.158766,48.516799,91,48.47353284845651,-120.99031217212348
51873,gb,0.046,G238961E48454N,1154390400,0.045734,1560,0,1726,-357004800,WA,e,e,1456477200,"-121.039499,48.45403",-121.039499,48.45403,91,48.47353284845651,-120.99031217212348
51874,gb,0.025,G238931E48347N,1154390400,0.025199,1712,0,1779,-357004800,WA,e,e,1456477200,"-121.071142,48.346308",-121.071142,48.346308,91,48.47353284845651,-120.99031217212348
51875,gb,0.01,G250217E45197N,1154390400,0.010453,3356,0,3401,368841600,MT,e,e,1456477200,"-109.78381,45.196008",-109.78381,45.196008,80,45.25946071632654,-109.87382069183674
51876,gb,0.01,G249214E43742N,1154390400,0.009595,3185,0,3264,-73008000,WY,e,e,1456477200,"-110.785559,43.741741",-110.785559,43.741741,73,43.77606967452831,-110.81907924056604
51877,gb,0.03,G250265E44059N,1154390400,0.029791,3249,0,3418,-9849600,WY,e,e,1456477200,"-109.734906,44.059554",-109.734906,44.059554,4,44.17337630375427,-109.63599020136519
51878,gb,0.022,G246229E48697N,1154390400,0.021914,2491,0,2626,-104544000,MT,e,e,1456477200,"-113.772311,48.696421",-113.772311,48.696421,11,48.641680334112145,-113.67152631074767
51879,gb,0.013,G239022E48381N,1154390400,0.013046,2002,0,2018,-357004800,WA,e,e,1456477200,"-120.978459,48.380873",-120.978459,48.380873,91,48.47353284845651,-120.99031217212348
51880,gb,0.08,G245992E48930N,1154390400,0.079707,2262,0,2523,-104544000,MT,e,e,1456477200,"-114.005832,48.929132",-114.005832,48.929132,84,48.877044212389386,-114.1189541460177
51881,gb,0.048,G238746E48976N,1154390400,0.04773,2299,0,2413,431913600,WA,e,e,1456477200,"-121.252512,48.976352",-121.252512,48.976352,43,48.825865911578944,-121.4752504631579
51882,gb,0.068,G238396E46851N,1154390400,0.067526,1776,0,2130,21686400,WA,e,e,1456477200,"-121.601574,46.850067",-121.601574,46.850067,77,46.85460732954546,-121.74688739318181
51883,gb,0.042,G238683E48774N,1154390400,0.041991,1899,0,2130,431913600,WA,e,e,1456477200,"-121.316438,48.774429",-121.316438,48.774429,43,48.825865911578944,-121.4752504631579
51884,gb,0.012,G253445E39400N,1154390400,0.011604,3790,0,3889,-41385600,CO,e,e,1456477200,"-106.55426,39.400316",-106.55426,39.400316,19,39.351854608108106,-106.6031092972973
51885,gb,0.011,G240353E38229N,1154390400,0.010623,2991,0,3038,463536000,CA,e,e,1456477200,"-119.647505,38.228727",-119.647505,38.228727,7,37.89945127764706,-119.32662195294118
51886,gb,0.034,G242636E45337N,1154390400,0.033698,2605,0,2735,368841600,OR,e,e,1456477200,"-117.364162,45.336253",-117.364162,45.336253,56,45.22220201960785,-117.33003084313727
51887,gb,0.017,G240734E38077N,1154390400,0.016773,3227,0,3279,463536000,CA,e,e,1456477200,"-119.265705,38.07581",-119.265705,38.07581,7,37.89945127764706,-119.32662195294118
51888,gb,0.26,G238622E48860N,1154390400,0.259651,1620,0,2117,147916800,WA,e,e,1456477200,"-121.377982,48.857009",-121.377982,48.857009,43,48.825865911578944,-121.4752504631579
51889,gb,0.013,G254359E40149N,1154390400,0.012963,3507,0,3638,999993600,Saint Vrain Glaciers,e,e,1456477200,"-105.642542,40.148448",-105.642542,40.148448,81,40.338894478087646,-105.77170749800797
51890,gb,0.032,G238969E48447N,1154390400,0.032417,1911,0,2079,-357004800,WA,e,e,1456477200,"-121.033669,48.447767",-121.033669,48.447767,91,48.47353284845651,-120.99031217212348
51891,gb,0.02,G238933E48337N,1154390400,0.020162,2126,0,2191,-357004800,WA,e,e,1456477200,"-121.067476,48.338272",-121.067476,48.338272,91,48.47353284845651,-120.99031217212348
51892,gb,2.819,G238497E48673N,1154390400,2.8185,1573,0,2078,147916800,Noisy Creek Glacier,e,e,1456477200,"-121.501347,48.668289",-121.501347,48.668289,43,48.825865911578944,-121.4752504631579
51893,gb,0.248,G238326E45363N,1154390400,0.248302,1760,0,2335,-420076800,OR,e,e,1456477200,"-121.677227,45.361996",-121.677227,45.361996,90,45.38035095714285,-121.69400797857142
51894,gb,0.011,G238242E46839N,1154390400,0.011112,3713,0,3768,21686400,WA,e,e,1456477200,"-121.757105,46.83978",-121.757105,46.83978,77,46.85460732954546,-121.74688739318181
51895,gb,0.045,G254300E40312N,1154390400,0.045122,3562,0,3710,999993600,CO,e,e,1456477200,"-105.699536,40.311474",-105.699536,40.311474,81,40.338894478087646,-105.77170749800797
51896,gb,0.073,G250399E43315N,1154390400,0.073164,3326,0,3613,-104544000,WY,e,e,1456477200,"-109.602337,43.314177",-109.602337,43.314177,36,43.10458698529411,-109.52867391470588
51897,gb,0.14,G238531E48738N,1154390400,0.14039,1444,0,1816,495072000,WA,e,e,1456477200,"-121.467012,48.74155",-121.467012,48.74155,43,48.825865911578944,-121.4752504631579
51898,gb,0.05,G240454E38156N,1154390400,0.049596,2947,0,3223,463536000,CA,e,e,1456477200,"-119.550129,38.155463",-119.550129,38.155463,7,37.89945127764706,-119.32662195294118
51899,gb,0.015,G238171E46839N,1154390400,0.015141,2208,0,2256,21686400,WA,e,e,1456477200,"-121.828953,46.839297",-121.828953,46.839297,77,46.85460732954546,-121.74688739318181
51900,gb,0.018,G240822E37671N,1154390400,0.017946,3033,0,3165,179452800,CA,e,e,1456477200,"-119.178078,37.670524",-119.178078,37.670524,7,37.89945127764706,-119.32662195294118
51901,gb,1.758,G238908E48572N,1154390400,1.75758,1707,0,2426,-357004800,North Klawatti Glacier,e,e,1456477200,"-121.092108,48.574237",-121.092108,48.574237,91,48.47353284845651,-120.99031217212348
51902,gb,0.064,G238755E48788N,1154390400,0.064043,1526,0,1720,-41385600,WA,e,e,1456477200,"-121.24384,48.789898",-121.24384,48.789898,43,48.825865911578944,-121.4752504631579
